"X.1","food_item","Region","Energy_kcal","Carbohydrates..available_g","Protein_g","Fat_g","Fibre_g","Phytate_mg","Ca_mg","Cu_mg","Fe_mg","I_µg","Mg_mg","Se_µg","Zn_mg","FE2_3.x","FoodName_3","X","ID_0","FoodName_0","ID_1","FoodName_1","ID_2","FoodName_2","ID_3","FE2_3.y","Description1","Desc1.ref","Description2"
249,"Sunflowerseed Oil","W",884.321223,0,0,100,0,0,0,0,0,0,0,0,0,"A037D#F02.A068M$F27.A015L$F28.A0C02","sunflower oil",186,"OT","Other foods",2573,"Sunflowerseed Oil and products","21631.01","sunflower-seed oil, crude","21631.01.01","A037D#F02.A068M$F27.A015L$F28.A0C02","","",""
250,"Sweet Potatoes","E",103,21.3,1.7,0.1,3,10,28,0.2,0.5,2,20,2,0.3,"A010C#F28.A07HS$F10.A0F2R","sweet potato, white-flesh, raw",82,"RT","Roots and Tubers",2533,"Sweet potatoes and products","1530","sweet potatoes","1530.01","A010C#F28.A07HS$F10.A0F2R","Nutritional disaggregation","","vitamin A"
251,"Sweet Potatoes","S",77.198852,15.6,1.1,0.1,2.1,10,12,0.11,0.3,2,13,2,0.18,"A010C#F28.A07HS$F10.A0F2R","sweet potato, white-flesh, raw",82,"RT","Roots and Tubers",2533,"Sweet potatoes and products","1530","sweet potatoes","1530.01","A010C#F28.A07HS$F10.A0F2R","Nutritional disaggregation","","vitamin A"
252,"Sweet Potatoes","W",112,24.1,1.8,0.3,3,10,45,0.2,1.9,2,16,2,0.4,"A010C#F28.A07HS$F10.A0F2R","sweet potato, white-flesh, raw",82,"RT","Roots and Tubers",2533,"Sweet potatoes and products","1530","sweet potatoes","1530.01","A010C#F28.A07HS$F10.A0F2R","Nutritional disaggregation","","vitamin A"
253,"Sweeteners, Other","E",368,100,0,0,0,0,0,0.2,0.1,0,0,0,0,"A032T#F03.A06JD","fructose, powder",109,"OT","Other foods",2543,"Sweeteners, Other and products","23210.01","fructose, chemically pure","23210.01.01","A032T#F03.A06JD","","",""
254,"Sweeteners, Other","S",368,100,0,0,0,0,0,0.2,0.1,0,0,0,0,"A032T#F03.A06JD","fructose, powder",109,"OT","Other foods",2543,"Sweeteners, Other and products","23210.01","fructose, chemically pure","23210.01.01","A032T#F03.A06JD","","",""
255,"Sweeteners, Other","W",368,100,0,0,0,0,0,0.2,0.1,0,0,0,0,"A032T#F03.A06JD","fructose, powder",109,"OT","Other foods",2543,"Sweeteners, Other and products","23210.01","fructose, chemically pure","23210.01.01","A032T#F03.A06JD","","",""
256,"Tea","E",1,0.2,0,0,0,0,2,0,0,0,2,0,0,"A04KK#F02.A0EYD$F27.A16GV$F28.A07KG","tea leaves",349,"OT","Other foods",2635,"Tea (including mate) and products","1620","tea leaves","1620.01","A04KK#F02.A0EYD$F27.A16GV$F28.A07KG","","",""
257,"Tea","S",1.195028,0.3,0,0,0,0,0,0.01,0,0,3,0,0.02,"A03LB#F02.A068Y$F28.A07MK$F04.A03HQ","tea beverages",351,"OT","Other foods",2635,"Tea (including mate) and products","23914","extracts, essences and concentrates of tea or mate, and preparations with a basis thereof or with a basis of tea or maté","23914.01","A03LB#F02.A068Y$F28.A07MK$F04.A03HQ","","",""
258,"Tea","W",0,0,0.1,0,0,0,2,0,0.1,0,1,0,0,"A03LB#F02.A068Y$F28.A07MK$F04.A03HQ","tea beverages",351,"OT","Other foods",2635,"Tea (including mate) and products","23914","extracts, essences and concentrates of tea or mate, and preparations with a basis thereof or with a basis of tea or maté","23914.01","A03LB#F02.A068Y$F28.A07MK$F04.A03HQ","","",""
259,"Tomatoes","E",21,3.5,0.9,0.3,1.1,6,5,0.1,0.5,1,11,1,0.1,"A0DMX#F28.A07HS","tomatoes, raw",220,"FV","Fruits and Vegetables",2601,"Tomatoes and products","1234","tomatoes","1234.01","A0DMX#F28.A07HS","","",""
260,"Tomatoes","S",21.749521,2.9,0.9,0.2,1.1,6,8,0.07,0.2,1,11,1,0.16,"A0DMX#F28.A07HS","tomatoes, raw",220,"FV","Fruits and Vegetables",2601,"Tomatoes and products","1234","tomatoes","1234.01","A0DMX#F28.A07HS","","",""
261,"Tomatoes","W",21,3.3,1,0.2,1.1,30,12,0.12,0.9,1,12,1,1.1,"A0DMX#F28.A07HS","tomatoes, raw",220,"FV","Fruits and Vegetables",2601,"Tomatoes and products","1234","tomatoes","1234.01","A0DMX#F28.A07HS","","",""
262,"Vegetables, Other","E",15,5.8,1.3,0.1,2.5,0,40,0,0.5,2,12,1,0.2,"A00GC#F28.A07HS","cabbages, white, raw",227,"FV","Fruits and Vegetables",2605,"Vegetables, Other and products","1212","cabbages","1212.01","A00GC#F28.A07HS","","",""
263,"Vegetables, Other","S",20.793499,2.2,0.9,0.1,1.8,0,40,0,0.4,2,7,1,0.14,"A00GG#F28.A07HS","cabbages, chinese, raw",228,"FV","Fruits and Vegetables",2605,"Vegetables, Other and products","1212","cabbages","1212.02","A00GG#F28.A07HS","","",""
264,"Vegetables, Other","W",26,3.4,1.6,0.1,2.5,0,35,0.02,0.6,2,10,1,0.2,"A00FY#F28.A07HS","cabbages, head, raw",229,"FV","Fruits and Vegetables",2605,"Vegetables, Other and products","1212","cabbages","1212.03","A00FY#F28.A07HS","","",""
265,"Wheat","E",339,60.4,13.7,1.9,12.2,282,15,0.1,1.2,10,22,2,0.7,"A004B#F02.A067Z$F27.A001M$F28.A0C0A$F10.A06HR$F03.A06JD","wheat flour, unrefined",3,"CE","Cereals",2511,"Wheat and products","23110","wheat and meslin flour ","23110.01","A004B#F02.A067Z$F27.A001M$F28.A0C0A$F10.A06HR$F03.A06JD","Flour of Wheat: Defined broadly to include meal, groats and pellets. Strong flours from hard wheat are used for bread, while durum wheat flour is used primarily for pasta. Weaker flours from soft wheat are mainly used in cakes, pastries, biscuits and certain noodles.","FAOSTAT Commodity List (FCL)",""
266,"Wheat","S",351.099426,59.9,11.9,1.8,10.7,282,8,0.27,2.4,10,68,2,1.92,"A001N#F10.A06HR","wheat grain, unrefined",1,"CE","Cereals",2511,"Wheat and products","111","wheat","111.01","A001N#F10.A06HR","","",""
267,"Wheat","W",347,72.1,10.7,1.1,3.5,130,21,0.15,2,10,60,2,4,"A003Y#F02.A067Z$F27.A001M$F28.A0C0A$F10.A07XK$F03.A06JD","wheat flour, refined",4,"CE","Cereals",2511,"Wheat and products","23110","wheat and meslin flour ","23110.02","A003Y#F02.A067Z$F27.A001M$F28.A0C0A$F10.A07XK$F03.A06JD","Flour of Wheat: Defined broadly to include meal, groats and pellets. Strong flours from hard wheat are used for bread, while durum wheat flour is used primarily for pasta. Weaker flours from soft wheat are mainly used in cakes, pastries, biscuits and certain noodles.","FAOSTAT Commodity List (FCL)",""
268,"Wine","E",71.70172,1.4,0.2,0,0,19.7,8,0.4,0.4,0,10,0.2,0.07,"A03MV#F02.A0ENK$F27.A01DY$F28.A0C00$F10.A0F2R","wine, white",364,"OT","Other foods",2655,"Wine and products","24212.02","wine","24212.02.01","A03MV#F02.A0ENK$F27.A01DY$F28.A0C00$F10.A0F2R","","",""
269,"Wine","S",71.70172,1.4,0.2,0,0,19.7,8,0.01,0.4,0,10,0.2,0.07,"A03MX#F02.A0ENK$F27.A01DY$F28.A0C00$F10.A0F2S","wine, red",365,"OT","Other foods",2655,"Wine and products","24212.02","wine","24212.02.02","A03MX#F02.A0ENK$F27.A01DY$F28.A0C00$F10.A0F2S","","",""
270,"Wine","W",71.70172,1.4,0.2,0,0,19.7,8,0.4,0.4,0,10,0.2,0.07,"A03MY#F02.A0ENK$F27.A01DY$F28.A0C00$F10.A0F2S$F10.A0F2Z","wine, rosé",366,"OT","Other foods",2655,"Wine and products","24212.02","wine","24212.02.03","A03MY#F02.A0ENK$F27.A01DY$F28.A0C00$F10.A0F2S$F10.A0F2Z","","",""
271,"Yams","E",97,21.7,2.1,0.1,1.2,50,8,0.17,0.8,0,26,1,0.5,"A010D#F28.A07HS","yams, raw",90,"RT","Roots and Tubers",2535,"Yams and products","1540","yams","1540.01","A010D#F28.A07HS","","",""
272,"Yams","S",97,21.7,2.1,0.1,1.2,50,8,0.17,0.8,0,26,1,0.5,"A010D#F28.A07HS","yams, raw",90,"RT","Roots and Tubers",2535,"Yams and products","1540","yams","1540.01","A010D#F28.A07HS","","",""
273,"Yams","W",128,27.5,2,0.3,4.1,10,23,0.07,1.3,0,17,1,0.2,"A010D#F28.A07HS","yams, raw",90,"RT","Roots and Tubers",2535,"Yams and products","1540","yams","1540.01","A010D#F28.A07HS","","",""
